satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Loyal Customer,41,Personal Travel,Business,263,4,2,3,3,5,4,5,5,5,5,4,4,4,5,0,7
satisfied,Loyal Customer,24,Personal Travel,Business,807,3,5,3,4,4,3,5,5,5,5,3,4,4,3,31,27
satisfied,Disloyal Customer,35,Business travel,Eco,1310,4,2,2,4,2,2,3,2,3,3,4,2,3,4,0,12
satisfied,Loyal Customer,48,Business travel,Business,2078,3,5,5,3,5,5,4,5,5,4,4,4,4,4,0,3
neutral or dissatisfied,Loyal Customer,35,Personal Travel,Eco,3012,1,1,3,5,1,3,2,3,2,3,2,2,4,4,329,333
satisfied,Disloyal Customer,40,Business travel,Business,1381,3,3,2,5,5,2,3,4,5,4,5,2,4,3,0,2
neutral or dissatisfied,Disloyal Customer,7,Personal Travel,Eco,1167,1,2,2,2,4,1,1,2,2,3,1,3,3,1,51,56
satisfied,Disloyal Customer,23,Business travel,Business,1437,4,1,2,4,3,5,2,1,4,5,5,3,5,3,0,18
neutral or dissatisfied,Loyal Customer,51,Business travel,Eco,3050,2,3,3,3,2,5,3,4,1,4,2,3,3,4,28,35
satisfied,Loyal Customer,12,Personal Travel,Eco Plus,1301,4,3,2,5,3,5,3,5,5,2,3,3,4,4,4,0
neutral or dissatisfied,Disloyal Customer,29,Personal Travel,Eco,328,3,3,1,5,2,4,2,4,3,2,4,3,2,2,0,0
satisfied,Loyal Customer,48,Personal Travel,Eco,873,4,5,3,3,5,4,3,3,1,4,3,3,4,4,13,30
neutral or dissatisfied,Loyal Customer,38,Business travel,Eco,1642,3,3,4,3,2,3,3,2,4,4,2,4,3,4,0,13
satisfied,Loyal Customer,41,Business travel,Eco Plus,1900,4,3,5,3,4,4,4,4,4,4,4,3,4,3,0,4
satisfied,Loyal Customer,40,Business travel,Business,3159,3,3,5,1,4,4,5,4,5,5,5,4,4,4,0,0
neutral or dissatisfied,Disloyal Customer,35,Personal Travel,Eco,394,2,4,2,4,3,3,1,3,3,0,3,1,2,2,0,3
neutral or dissatisfied,Loyal Customer,34,Business travel,Eco,1360,4,2,2,3,2,4,2,4,4,2,4,2,3,3,52,80
satisfied,Loyal Customer,10,Personal Travel,Eco,396,2,4,3,3,2,3,2,5,4,3,4,4,3,4,0,10
neutral or dissatisfied,Loyal Customer,38,Business travel,Business,704,5,5,4,3,3,2,5,4,4,4,3,4,3,1,183,179
satisfied,Loyal Customer,41,Business travel,Business,757,4,2,3,4,4,3,2,2,4,4,3,4,3,3,105,118
satisfied,Disloyal Customer,41,Business travel,Business,1253,5,3,5,2,4,4,2,5,5,3,4,5,5,3,0,0
neutral or dissatisfied,Loyal Customer,45,Business travel,Eco,1246,1,2,2,3,4,2,4,2,4,4,3,4,3,3,64,47
satisfied,Disloyal Customer,41,Business travel,Eco,1970,1,3,3,2,3,4,4,4,4,2,2,5,2,2,10,24
satisfied,Loyal Customer,28,Business travel,Business,4983,3,4,4,2,5,4,4,5,5,5,5,4,5,5,0,6
satisfied,Loyal Customer,41,Business travel,Eco,1315,4,4,3,3,1,4,4,4,2,1,3,3,4,3,0,0
satisfied,Loyal Customer,46,Personal Travel,Eco,1214,3,2,4,4,3,3,4,4,2,4,2,4,4,2,15,23
neutral or dissatisfied,Loyal Customer,47,Business travel,Eco Plus,2082,3,4,3,2,3,4,5,3,4,4,2,3,3,1,33,40
neutral or dissatisfied,Loyal Customer,41,Personal Travel,Eco,90,3,5,3,3,5,4,3,3,4,4,2,4,3,4,0,0
neutral or dissatisfied,Loyal Customer,36,Business travel,Eco,1957,3,3,2,2,1,2,3,4,4,4,3,4,3,4,0,2
neutral or dissatisfied,Disloyal Customer,41,Personal Travel,Eco,3780,2,3,2,5,2,2,2,3,3,2,2,3,2,3,0,7
satisfied,Loyal Customer,24,Personal Travel,Eco,315,4,2,3,4,1,4,3,3,3,3,3,5,3,3,0,2
satisfied,Loyal Customer,43,Business travel,Business,1043,5,4,4,3,4,5,5,5,5,3,4,3,5,2,22,51
satisfied,Loyal Customer,42,Business travel,Business,750,5,4,4,3,5,5,5,4,4,5,4,4,5,4,0,14
satisfied,Disloyal Customer,38,Business travel,Business,4248,5,4,3,5,3,5,3,2,4,3,4,2,5,4,14,11
neutral or dissatisfied,Loyal Customer,33,Business travel,Business,2037,4,4,3,3,4,4,5,5,4,5,5,5,4,4,0,0
neutral or dissatisfied,Disloyal Customer,7,Personal Travel,Eco,408,2,3,3,1,4,2,3,2,3,3,2,2,2,4,0,9
satisfied,Loyal Customer,10,Personal Travel,Business,419,5,5,5,4,3,5,2,3,5,4,4,5,5,4,0,2
neutral or dissatisfied,Loyal Customer,54,Personal Travel,Eco Plus,1971,2,3,2,2,4,2,3,2,3,2,4,2,4,2,66,67
satisfied,Loyal Customer,19,Personal Travel,Eco,2656,2,3,2,3,3,3,4,4,4,4,3,3,3,4,0,14
satisfied,Loyal Customer,36,Personal Travel,Eco Plus,3180,3,2,5,3,4,4,1,3,2,3,4,3,2,3,30,25
satisfied,Loyal Customer,45,Business travel,Eco,1286,3,3,4,2,4,3,4,3,4,2,3,4,4,4,0,0
satisfied,Disloyal Customer,47,Business travel,Business,3213,3,4,2,3,2,2,4,3,4,4,3,4,3,2,0,4
neutral or dissatisfied,Loyal Customer,48,Personal Travel,Eco,1989,2,4,3,2,5,2,4,2,4,2,4,2,3,3,0,0
satisfied,Loyal Customer,35,Business travel,Business,1601,5,3,3,4,5,4,5,5,4,5,4,4,5,2,0,2
neutral or dissatisfied,Disloyal Customer,27,Personal Travel,Eco,711,2,4,4,3,1,3,2,2,4,2,2,3,1,2,0,13
neutral or dissatisfied,Loyal Customer,44,Personal Travel,Eco Plus,1367,5,3,4,4,0,3,4,1,2,4,2,5,4,4,34,10
satisfied,Disloyal Customer,41,Business travel,Business,1972,4,5,3,4,2,5,3,3,4,3,5,3,5,3,15,24
neutral or dissatisfied,Disloyal Customer,28,Personal Travel,Eco,674,4,1,2,3,0,0,1,2,1,2,3,2,2,1,68,70
neutral or dissatisfied,Loyal Customer,55,Business travel,Business,1686,4,3,3,2,0,2,5,4,4,5,3,4,4,3,0,6
satisfied,Loyal Customer,32,Personal Travel,Eco,1090,2,2,3,3,2,4,3,4,3,2,3,2,3,4,55,49
satisfied,Loyal Customer,63,Business travel,Business,1871,5,3,3,3,3,5,5,4,3,4,4,4,4,5,12,19
satisfied,Loyal Customer,38,Business travel,Business,715,4,1,5,5,5,4,5,5,5,5,5,5,3,3,1,17
neutral or dissatisfied,Disloyal Customer,46,Business travel,Business,1648,3,4,4,3,4,4,4,2,4,4,3,3,3,2,0,18
neutral or dissatisfied,Disloyal Customer,30,Personal Travel,Eco,765,2,2,1,4,1,2,2,3,3,2,3,4,3,3,0,0
neutral or dissatisfied,Loyal Customer,27,Business travel,Business,4983,4,3,3,3,5,4,4,3,5,3,5,4,4,3,16,20
satisfied,Disloyal Customer,52,Business travel,Business,4488,3,3,2,2,3,4,4,3,4,4,4,2,3,4,0,17
satisfied,Loyal Customer,41,Personal Travel,Eco Plus,828,3,3,4,5,4,5,3,3,2,3,4,4,4,3,11,22
satisfied,Loyal Customer,36,Business travel,Eco,1378,2,4,3,4,3,5,3,2,4,4,4,4,4,5,0,0
neutral or dissatisfied,Loyal Customer,26,Personal Travel,Eco Plus,854,3,4,3,3,5,2,3,4,4,4,3,4,3,3,29,30
satisfied,Disloyal Customer,38,Business travel,Business,939,4,3,4,2,4,4,5,2,5,4,4,5,3,4,0,0
satisfied,Loyal Customer,31,Business travel,Business,1038,5,4,4,2,4,4,3,4,5,4,3,4,4,5,0,0
neutral or dissatisfied,Loyal Customer,57,Business travel,Eco,592,1,4,4,3,2,3,3,5,4,4,4,3,4,4,0,7
satisfied,Loyal Customer,49,Business travel,Business,1022,4,2,4,3,4,3,4,4,5,5,4,5,5,4,0,0
neutral or dissatisfied,Disloyal Customer,42,Business travel,Business,3170,5,4,4,4,3,3,4,5,3,3,2,4,4,3,0,0
neutral or dissatisfied,Disloyal Customer,50,Business travel,Business,856,4,3,5,2,1,3,2,4,4,3,4,3,2,1,313,310
neutral or dissatisfied,Disloyal Customer,42,Business travel,Eco Plus,4983,2,2,3,3,5,3,4,4,2,4,4,3,4,3,0,10
satisfied,Loyal Customer,41,Business travel,Business,1114,3,0,3,2,3,4,5,2,5,5,4,2,2,3,133,153
satisfied,Loyal Customer,32,Business travel,Business,4983,4,2,3,4,3,5,4,5,5,4,4,4,5,5,0,0
satisfied,Loyal Customer,44,Personal Travel,Eco,582,4,3,2,2,4,2,2,3,3,3,3,3,2,2,0,0
satisfied,Disloyal Customer,40,Business travel,Business,619,2,3,4,5,4,5,4,4,4,4,1,4,4,4,2,14
neutral or dissatisfied,Loyal Customer,7,Personal Travel,Eco Plus,644,3,2,1,4,3,4,2,5,2,3,3,5,2,3,33,58
satisfied,Loyal Customer,49,Business travel,Eco,2084,2,3,3,3,3,5,2,3,2,4,4,4,3,2,0,3
neutral or dissatisfied,Disloyal Customer,44,Business travel,Business,1844,3,3,2,3,4,3,3,4,5,4,4,5,4,3,22,31
satisfied,Loyal Customer,35,Business travel,Business,1266,4,4,4,3,3,5,5,4,5,4,4,5,5,5,0,0
satisfied,Loyal Customer,33,Business travel,Business,865,3,3,3,4,2,4,3,5,5,5,3,5,4,4,0,16
neutral or dissatisfied,Disloyal Customer,33,Personal Travel,Eco,958,0,2,2,4,2,2,1,1,2,3,1,1,1,1,90,91
satisfied,Loyal Customer,19,Business travel,Business,731,4,5,5,3,5,4,4,4,4,5,5,5,4,2,0,4
satisfied,Disloyal Customer,25,Business travel,Business,3976,5,3,3,3,4,4,3,4,3,5,3,3,4,5,0,0
neutral or dissatisfied,Disloyal Customer,28,Personal Travel,Eco,1680,2,4,1,4,3,2,3,2,3,2,4,2,2,1,0,0
neutral or dissatisfied,Loyal Customer,53,Business travel,Eco,1255,3,3,3,3,3,3,2,2,3,3,3,4,4,4,0,11
satisfied,Loyal Customer,36,Business travel,Business,1960,4,4,5,2,4,3,5,4,4,5,3,4,5,3,0,11
neutral or dissatisfied,Loyal Customer,33,Personal Travel,Eco,922,3,4,2,2,4,2,2,4,3,3,3,4,4,2,0,0
satisfied,Loyal Customer,49,Business travel,Eco Plus,2589,3,4,4,4,2,1,5,2,4,4,4,3,2,3,65,83
neutral or dissatisfied,Disloyal Customer,18,Business travel,Eco,3257,2,4,3,3,2,0,1,0,3,2,3,3,2,1,0,6
neutral or dissatisfied,Disloyal Customer,34,Personal Travel,Eco Plus,741,3,4,3,5,4,3,3,4,3,1,3,0,3,3,0,0
satisfied,Loyal Customer,34,Business travel,Eco Plus,2469,3,2,1,4,3,3,3,2,2,2,3,4,4,4,21,23
satisfied,Loyal Customer,44,Business travel,Business,2777,4,4,3,3,4,5,5,4,5,5,4,5,3,5,8,11
satisfied,Loyal Customer,26,Business travel,Business,2734,4,2,3,3,3,4,2,3,3,4,5,3,4,3,136,132
neutral or dissatisfied,Disloyal Customer,29,Personal Travel,Eco,364,2,2,1,4,3,3,3,2,3,3,2,3,2,3,10,30
satisfied,Loyal Customer,7,Personal Travel,Eco,449,3,2,1,5,3,2,5,3,3,4,3,4,3,2,42,49
neutral or dissatisfied,Loyal Customer,16,Personal Travel,Eco,2078,4,2,3,4,2,2,3,3,1,3,2,3,3,3,0,0
satisfied,Disloyal Customer,38,Business travel,Business,2250,5,4,3,3,3,4,3,5,4,4,4,4,5,4,0,0
satisfied,Loyal Customer,32,Business travel,Eco,1651,5,3,2,3,3,4,3,3,4,1,3,3,3,5,0,0
neutral or dissatisfied,Loyal Customer,48,Business travel,Business,4490,3,4,3,5,5,4,5,5,4,3,4,5,5,4,0,0
satisfied,Loyal Customer,32,Business travel,Business,870,5,4,3,3,3,4,5,4,4,5,4,5,4,4,12,14
satisfied,Loyal Customer,33,Personal Travel,Eco,391,3,3,5,4,3,4,4,4,4,3,3,4,3,5,0,2
neutral or dissatisfied,Loyal Customer,36,Business travel,Eco,3400,3,0,4,3,3,4,5,3,4,2,4,3,4,2,3,8
neutral or dissatisfied,Disloyal Customer,35,Business travel,Eco,1284,2,4,2,5,2,3,3,2,2,1,2,2,3,3,0,9
neutral or dissatisfied,Loyal Customer,53,Business travel,Eco,4049,4,5,2,3,4,2,3,3,2,2,4,4,3,1,50,55
satisfied,Loyal Customer,41,Business travel,Business,2692,4,4,3,3,5,3,5,5,3,5,4,5,4,4,0,7
satisfied,Loyal Customer,55,Personal Travel,Eco,128,0,3,3,4,2,4,4,3,3,2,3,3,4,3,0,20
satisfied,Loyal Customer,73,Personal Travel,Eco Plus,908,4,4,2,3,4,3,3,3,3,4,3,2,3,2,0,11
satisfied,Loyal Customer,40,Business travel,Business,1012,5,2,4,3,4,4,4,3,5,5,4,4,4,5,0,14
satisfied,Disloyal Customer,54,Business travel,Eco,1381,2,5,1,3,4,2,2,3,2,3,3,1,3,3,7,0
neutral or dissatisfied,Loyal Customer,18,Personal Travel,Eco,1548,1,1,2,4,3,3,2,1,3,1,2,3,0,1,303,306
satisfied,Loyal Customer,42,Business travel,Eco,1112,4,4,4,4,3,3,3,2,2,3,3,5,4,2,0,13
neutral or dissatisfied,Loyal Customer,22,Personal Travel,Eco,282,1,3,2,3,2,3,3,1,1,1,1,5,2,2,86,91
neutral or dissatisfied,Disloyal Customer,48,Business travel,Eco,2246,4,3,3,3,3,3,4,0,3,3,4,1,4,3,0,1
satisfied,Loyal Customer,55,Personal Travel,Eco,364,2,4,3,2,0,1,4,3,4,4,3,3,3,3,40,26
neutral or dissatisfied,Loyal Customer,57,Personal Travel,Eco,1685,2,4,4,4,2,3,3,3,4,3,3,3,2,3,58,53
neutral or dissatisfied,Disloyal Customer,60,Personal Travel,Eco,245,0,4,3,3,1,4,2,3,4,3,3,1,4,2,2,0
satisfied,Loyal Customer,34,Personal Travel,Eco,1463,2,4,4,3,2,2,4,3,3,1,4,2,3,3,26,18
satisfied,Loyal Customer,29,Business travel,Eco,769,3,4,4,4,3,3,4,3,2,4,4,3,3,3,0,0
neutral or dissatisfied,Disloyal Customer,42,Business travel,Eco,1449,2,3,3,4,2,2,2,3,3,3,2,3,3,2,22,44
neutral or dissatisfied,Disloyal Customer,34,Business travel,Eco Plus,3925,4,4,2,3,1,3,2,2,3,4,4,4,2,3,0,21
satisfied,Loyal Customer,42,Business travel,Business,888,3,3,5,3,5,4,4,5,3,4,4,5,5,4,0,0
satisfied,Loyal Customer,23,Business travel,Business,3246,5,5,5,5,3,4,5,5,5,4,3,5,5,5,0,0
satisfied,Loyal Customer,14,Personal Travel,Eco,294,4,4,1,3,0,3,2,3,5,5,3,4,3,2,30,30
satisfied,Disloyal Customer,43,Business travel,Business,1894,5,2,3,4,3,4,3,2,5,5,3,4,4,4,0,0
satisfied,Loyal Customer,60,Business travel,Business,1854,5,4,3,3,3,4,4,4,4,5,3,3,4,5,7,25
satisfied,Loyal Customer,46,Business travel,Eco,805,4,4,2,4,2,4,3,5,3,4,4,3,3,3,0,9
satisfied,Loyal Customer,29,Personal Travel,Eco,1168,3,4,4,3,2,3,4,2,3,4,2,4,3,5,0,0
satisfied,Loyal Customer,56,Business travel,Business,1397,3,1,4,4,4,4,4,4,4,4,3,4,5,2,212,217
satisfied,Loyal Customer,60,Business travel,Eco Plus,3814,4,3,2,4,3,3,3,5,4,4,4,3,4,2,50,37
satisfied,Loyal Customer,34,Business travel,Business,324,4,4,5,3,5,5,4,5,4,3,4,4,4,4,0,12
neutral or dissatisfied,Loyal Customer,29,Business travel,Eco,2038,3,5,2,4,3,3,4,3,3,3,3,3,2,2,0,0
neutral or dissatisfied,Loyal Customer,57,Personal Travel,Eco,1381,4,4,2,3,3,4,4,2,2,4,3,2,3,4,35,49
neutral or dissatisfied,Loyal Customer,41,Business travel,Eco,1884,2,4,4,2,4,3,4,4,2,3,3,3,3,2,10,10
satisfied,Loyal Customer,58,Business travel,Business,861,5,3,5,2,4,4,5,4,3,5,4,5,3,4,0,0
satisfied,Loyal Customer,28,Personal Travel,Eco,3694,4,3,2,2,3,2,4,4,4,3,2,4,4,4,0,11
satisfied,Loyal Customer,56,Business travel,Eco,2962,4,4,5,4,3,4,2,3,3,2,4,3,3,3,0,4
satisfied,Loyal Customer,32,Business travel,Eco,1433,3,3,3,2,4,4,3,3,2,3,2,3,4,4,29,42
satisfied,Loyal Customer,48,Business travel,Eco,1438,3,2,2,2,3,4,4,4,4,5,2,3,3,3,0,0
neutral or dissatisfied,Loyal Customer,7,Personal Travel,Eco,1317,2,4,1,4,4,3,4,3,4,3,4,4,4,3,0,12
satisfied,Loyal Customer,45,Business travel,Eco Plus,532,5,3,3,5,5,4,3,4,4,4,4,2,2,4,2,12
neutral or dissatisfied,Loyal Customer,21,Personal Travel,Eco,1267,2,1,3,5,3,3,5,4,3,2,3,2,4,4,2,12
neutral or dissatisfied,Loyal Customer,35,Business travel,Eco,1839,2,3,4,3,3,4,4,3,3,3,3,3,3,3,0,0
neutral or dissatisfied,Loyal Customer,11,Personal Travel,Eco,594,4,3,3,3,2,3,4,3,4,2,2,3,4,5,4,7
neutral or dissatisfied,Loyal Customer,29,Business travel,Eco Plus,2195,3,3,3,4,1,3,2,3,3,3,1,4,3,3,72,73
neutral or dissatisfied,Loyal Customer,9,Personal Travel,Eco,3296,3,4,3,4,3,4,4,4,5,1,4,3,4,3,0,0
neutral or dissatisfied,Loyal Customer,15,Personal Travel,Eco Plus,2561,4,3,2,4,5,2,5,4,4,4,3,4,4,3,0,0
neutral or dissatisfied,Disloyal Customer,54,Personal Travel,Eco Plus,1164,4,3,5,2,1,2,3,3,2,3,3,2,3,3,0,24
satisfied,Loyal Customer,7,Personal Travel,Eco Plus,326,4,4,4,4,2,2,3,3,2,3,3,4,4,3,0,5
satisfied,Loyal Customer,62,Business travel,Business,2945,5,4,5,1,4,5,5,3,5,4,4,4,5,5,6,13
satisfied,Loyal Customer,28,Business travel,Eco,2864,2,4,3,3,3,2,4,5,3,3,4,3,3,4,0,8
satisfied,Loyal Customer,30,Business travel,Business,2309,4,4,4,4,4,5,5,5,5,5,4,3,4,4,27,21
neutral or dissatisfied,Disloyal Customer,12,Personal Travel,Eco,112,2,3,2,2,2,4,2,3,2,2,2,2,3,2,14,9
neutral or dissatisfied,Loyal Customer,15,Personal Travel,Eco,556,2,3,3,3,3,3,2,4,2,2,3,3,4,3,43,53
satisfied,Loyal Customer,37,Business travel,Eco Plus,1468,4,3,5,3,5,4,5,3,3,3,4,2,5,5,0,0
satisfied,Loyal Customer,26,Business travel,Business,4983,4,2,3,5,2,3,5,5,5,4,4,3,5,5,0,12
neutral or dissatisfied,Loyal Customer,23,Business travel,Eco Plus,482,2,3,2,3,3,3,3,4,3,2,3,2,4,3,52,69
satisfied,Disloyal Customer,26,Business travel,Business,3824,3,4,5,3,3,1,2,2,2,4,3,3,4,3,0,0
satisfied,Loyal Customer,12,Personal Travel,Eco,663,4,3,4,4,5,3,3,2,4,3,3,3,3,3,5,4
neutral or dissatisfied,Loyal Customer,40,Personal Travel,Eco Plus,292,2,2,3,4,1,4,3,4,2,5,4,4,3,3,0,25
neutral or dissatisfied,Loyal Customer,55,Business travel,Eco Plus,970,4,1,2,3,3,3,3,3,3,4,2,3,2,2,155,154
neutral or dissatisfied,Loyal Customer,45,Personal Travel,Eco,833,2,2,2,4,1,4,4,3,3,3,3,4,3,2,0,0
neutral or dissatisfied,Loyal Customer,63,Business travel,Eco,4983,2,3,3,4,3,2,2,2,3,3,3,3,3,2,48,27
satisfied,Loyal Customer,18,Business travel,Business,2205,4,4,3,2,5,5,4,4,3,5,2,5,5,5,29,26
satisfied,Loyal Customer,39,Business travel,Business,1431,4,2,4,3,2,5,4,3,5,5,5,4,3,3,0,6
neutral or dissatisfied,Loyal Customer,32,Business travel,Business,665,5,4,4,4,5,3,4,4,5,4,4,4,5,5,2,0
satisfied,Loyal Customer,57,Business travel,Business,2447,3,3,4,5,3,5,4,4,5,4,4,4,4,4,9,7
satisfied,Disloyal Customer,46,Business travel,Business,955,5,4,5,3,3,4,4,4,4,4,3,3,4,4,0,3
satisfied,Loyal Customer,24,Personal Travel,Eco,1126,3,3,3,2,5,3,4,3,4,2,3,3,5,3,9,22
satisfied,Loyal Customer,38,Personal Travel,Eco,244,3,5,2,2,2,3,4,4,3,4,1,2,4,3,14,7
satisfied,Loyal Customer,34,Personal Travel,Eco,281,3,3,2,3,1,4,3,2,3,5,3,4,2,4,0,0
neutral or dissatisfied,Loyal Customer,33,Personal Travel,Eco,737,4,3,2,3,0,3,3,1,4,2,4,1,4,3,0,4
neutral or dissatisfied,Loyal Customer,61,Business travel,Business,4983,3,1,5,2,4,3,5,5,5,5,5,4,5,5,0,0
satisfied,Loyal Customer,55,Personal Travel,Eco,1325,3,3,2,3,2,5,4,5,2,4,4,2,2,4,6,0
satisfied,Loyal Customer,22,Business travel,Business,4221,4,5,5,2,5,4,4,5,3,4,5,4,5,5,19,18
neutral or dissatisfied,Loyal Customer,13,Personal Travel,Eco,257,2,4,4,3,3,4,3,3,2,3,4,4,3,4,6,11
satisfied,Loyal Customer,35,Personal Travel,Business,1061,4,4,3,3,4,5,5,3,4,5,4,3,5,4,0,0
satisfied,Loyal Customer,40,Personal Travel,Eco Plus,669,4,2,3,5,4,4,3,5,4,5,4,5,3,4,31,38
satisfied,Disloyal Customer,58,Personal Travel,Eco Plus,1202,3,2,1,2,4,3,3,2,3,2,4,2,3,4,0,15
satisfied,Loyal Customer,29,Personal Travel,Eco,2422,2,4,3,3,1,3,2,3,4,3,3,4,3,2,12,15
satisfied,Loyal Customer,55,Business travel,Eco,4983,4,4,3,4,4,4,3,4,3,3,2,3,3,1,27,45
satisfied,Disloyal Customer,29,Business travel,Business,1740,3,5,3,2,2,4,4,5,5,3,4,4,4,5,20,31
satisfied,Disloyal Customer,53,Business travel,Business,2826,2,5,3,3,3,5,4,4,3,5,3,5,4,3,0,20
satisfied,Loyal Customer,55,Business travel,Business,1838,4,2,4,3,4,3,4,4,5,3,4,5,4,2,10,0
satisfied,Disloyal Customer,26,Business travel,Eco Plus,2056,4,5,3,4,2,3,4,4,5,5,2,3,3,2,0,11
satisfied,Loyal Customer,55,Business travel,Business,4779,5,3,3,3,4,4,5,5,3,3,5,4,4,4,3,1
satisfied,Loyal Customer,62,Personal Travel,Business,1962,2,3,4,4,5,4,4,3,3,4,4,4,5,4,0,0
satisfied,Loyal Customer,18,Business travel,Business,893,5,3,3,3,4,3,5,5,3,4,5,4,4,3,0,6
neutral or dissatisfied,Disloyal Customer,19,Business travel,Business,1346,4,2,4,1,2,5,3,4,3,5,2,4,4,3,0,26
satisfied,Loyal Customer,53,Business travel,Business,2097,4,2,5,2,1,4,4,5,5,4,4,5,5,4,13,7
neutral or dissatisfied,Disloyal Customer,29,Business travel,Eco,1852,0,2,3,3,3,4,1,2,3,3,3,3,4,2,0,18
satisfied,Loyal Customer,32,Business travel,Business,3134,5,4,4,4,3,4,5,4,3,5,4,5,5,5,0,20
neutral or dissatisfied,Loyal Customer,26,Business travel,Eco,1896,4,4,1,4,3,4,4,4,2,4,3,4,4,2,8,14
satisfied,Loyal Customer,41,Business travel,Business,1760,5,4,5,5,5,4,5,4,4,4,4,4,5,5,38,41
satisfied,Loyal Customer,64,Business travel,Business,2937,5,4,3,4,4,3,3,4,5,4,5,4,5,5,0,0
neutral or dissatisfied,Loyal Customer,47,Personal Travel,Eco,1202,2,3,4,3,4,4,2,4,5,2,3,3,2,3,0,0
satisfied,Disloyal Customer,60,Personal Travel,Eco,154,1,3,4,3,4,2,1,2,2,1,1,2,3,3,16,13
satisfied,Loyal Customer,40,Personal Travel,Business,549,3,4,3,5,4,4,3,3,4,4,4,4,3,4,0,9
neutral or dissatisfied,Disloyal Customer,32,Personal Travel,Eco,2201,2,3,3,2,3,3,3,2,2,3,3,2,3,3,0,3
satisfied,Loyal Customer,34,Business travel,Business,2310,4,3,3,5,3,5,4,5,5,5,4,4,2,5,23,16
satisfied,Loyal Customer,39,Business travel,Eco,1705,4,3,3,4,3,2,3,3,3,3,3,3,4,3,0,0
satisfied,Loyal Customer,16,Personal Travel,Eco Plus,532,4,4,4,4,3,3,5,5,3,4,3,3,5,3,0,0
satisfied,Loyal Customer,54,Business travel,Business,1196,4,4,4,5,4,4,4,5,5,3,4,5,4,5,0,0
satisfied,Loyal Customer,32,Personal Travel,Eco,480,4,3,2,2,3,2,3,5,4,3,4,5,4,3,0,3
neutral or dissatisfied,Loyal Customer,33,Business travel,Eco,1550,1,3,3,2,3,4,3,2,1,2,1,2,2,3,70,79
satisfied,Loyal Customer,46,Business travel,Business,1066,5,2,3,4,3,5,5,3,5,5,4,5,4,5,0,6
satisfied,Loyal Customer,53,Business travel,Business,2235,5,5,4,2,5,5,4,5,3,5,5,4,4,3,26,28
neutral or dissatisfied,Disloyal Customer,41,Business travel,Business,1416,4,2,1,1,2,3,1,3,4,5,2,2,2,2,61,65
satisfied,Loyal Customer,37,Business travel,Business,3013,3,5,5,3,5,5,4,5,4,4,3,5,3,5,0,0
satisfied,Loyal Customer,56,Personal Travel,Eco Plus,578,4,3,1,4,4,3,3,5,4,3,3,4,4,3,6,7
neutral or dissatisfied,Disloyal Customer,18,Business travel,Business,1618,2,4,4,5,3,4,3,4,5,3,5,3,5,4,0,12
neutral or dissatisfied,Disloyal Customer,56,Business travel,Business,2534,4,3,5,3,3,5,5,3,5,4,4,3,5,3,1,2
satisfied,Loyal Customer,50,Business travel,Business,2894,4,2,2,3,5,4,5,5,5,5,5,3,4,4,28,26
neutral or dissatisfied,Loyal Customer,29,Business travel,Business,2277,4,4,3,3,5,4,4,5,3,4,4,3,4,4,0,11
neutral or dissatisfied,Loyal Customer,41,Business travel,Eco Plus,2793,4,4,4,3,4,4,4,3,2,5,4,3,4,3,1,10
neutral or dissatisfied,Disloyal Customer,62,Personal Travel,Eco,742,3,3,1,4,4,3,1,3,3,3,2,2,1,4,0,6
satisfied,Loyal Customer,58,Personal Travel,Business,584,4,3,3,3,5,4,5,4,4,5,5,4,5,3,0,7
neutral or dissatisfied,Loyal Customer,57,Personal Travel,Eco,603,2,3,2,3,1,3,5,2,4,3,2,3,4,3,11,6
satisfied,Loyal Customer,50,Business travel,Eco,844,4,4,4,3,4,4,5,3,4,3,4,4,4,4,0,0
satisfied,Loyal Customer,52,Business travel,Business,3957,4,3,4,2,4,5,5,2,3,5,5,5,4,4,0,8
neutral or dissatisfied,Loyal Customer,37,Business travel,Business,2424,5,4,4,2,5,5,3,5,4,5,4,3,2,4,0,0
satisfied,Loyal Customer,24,Business travel,Business,2889,4,3,5,5,3,4,4,3,5,5,4,5,3,4,0,1
satisfied,Loyal Customer,55,Business travel,Business,2476,5,5,2,2,5,4,4,4,5,3,4,4,5,4,1,0
satisfied,Loyal Customer,58,Business travel,Business,4493,5,4,3,5,5,3,5,2,3,5,4,3,5,4,0,0
neutral or dissatisfied,Loyal Customer,49,Business travel,Eco Plus,530,2,3,3,3,5,2,4,3,3,2,2,4,4,2,77,90
satisfied,Loyal Customer,66,Business travel,Eco,3034,4,3,3,2,4,3,2,4,3,2,3,3,2,3,0,0
neutral or dissatisfied,Disloyal Customer,42,Personal Travel,Business,1283,4,4,2,4,3,3,4,3,5,3,4,5,5,5,0,0
satisfied,Disloyal Customer,35,Business travel,Business,1071,5,4,3,3,3,1,4,3,3,4,4,5,3,3,8,29
satisfied,Loyal Customer,51,Personal Travel,Business,225,4,4,5,3,3,5,5,4,5,3,4,5,5,4,0,14
